cgpa,iq,communication,internship,placed
8.0,82,9,0,0
9.2,137,7,1,1
7.9,99,6,0,0
5.8,122,4,0,1
8.0,118,7,1,1
9.2,95,8,0,1
5.6,122,9,0,0
9.0,96,8,1,1
7.5,136,8,1,1
7.3,120,6,0,1
9.5,84,5,1,0
9.0,142,8,0,1
6.8,89,6,0,1
6.0,102,4,0,1
5.6,108,5,0,0
6.5,87,8,0,0
9.4,96,5,1,1
7.6,125,5,1,1
7.0,91,5,0,0
8.5,88,7,0,0
8.0,112,7,1,1
6.6,101,7,0,1
5.7,118,7,1,1
5.3,110,5,0,0
8.4,116,9,0,1
8.0,122,6,1,1
8.8,127,5,1,1
9.9,92,7,1,1
5.5,122,7,0,0
9.6,129,7,0,1
8.8,140,10,1,1
9.9,89,10,1,1
6.5,124,7,0,0
6.2,91,4,1,1
5.2,86,9,0,1
9.5,91,7,1,0
9.5,115,4,1,1
9.4,101,8,1,1
8.9,94,4,1,0
7.7,133,5,1,1
7.3,114,7,0,0
7.0,115,6,0,1
7.1,116,5,0,0
6.7,95,8,0,0
9.3,100,8,0,0
9.2,94,7,1,1
9.3,104,5,1,1
6.4,93,8,0,1
5.5,89,8,0,0
8.0,89,10,1,1
6.2,142,7,0,1
8.0,135,10,1,1
8.7,136,9,0,1
9.9,106,9,0,1
9.8,114,6,1,1
7.0,127,8,1,1
6.8,119,6,1,1
8.1,108,7,0,1
7.1,130,7,0,0
8.0,137,9,1,1
8.7,129,8,0,1
6.8,124,6,0,1
9.1,124,7,0,1
9.4,141,8,1,1
5.1,145,6,0,1
7.4,94,7,0,1
7.5,104,5,0,0
7.6,91,9,1,0
7.5,99,5,0,1
5.8,123,10,0,1
5.8,99,7,1,0
5.2,125,4,1,1
5.0,91,10,0,0
5.9,90,4,1,1
9.2,83,7,1,1
9.9,118,8,0,1
7.8,136,4,1,0
6.7,102,7,0,1
6.0,112,4,0,0
9.9,119,5,0,1
7.7,120,10,0,1
6.2,136,6,1,1
8.9,135,4,1,1
8.6,133,6,0,1
6.6,103,7,0,0
6.2,137,6,1,1
5.5,99,10,0,1
7.1,110,7,0,1
8.6,111,5,1,1
6.2,116,8,0,1
8.4,116,7,0,0
8.2,111,8,0,1
7.5,110,10,1,1
5.5,115,6,0,0
5.0,80,6,0,0
6.3,87,6,0,1
9.8,115,6,1,1
6.8,126,5,0,0
9.0,116,10,0,1
9.2,88,4,1,1
8.3,84,9,1,1
5.7,131,6,0,1
5.1,131,5,0,0
8.8,90,10,1,1
7.3,81,9,1,1
8.8,123,8,1,1
9.7,94,7,0,1
6.8,114,8,0,1
7.8,114,5,0,1
5.4,143,9,0,1
8.5,108,5,0,1
7.6,94,7,0,1
7.1,103,6,0,0
6.3,141,6,1,0
6.2,128,10,0,1
8.9,121,6,1,1
6.3,104,7,0,0
6.9,126,5,1,1
8.3,136,10,0,1
7.6,145,6,1,1
9.3,106,9,1,1
7.0,143,5,1,1
6.5,126,6,0,1
9.4,136,8,1,1
6.9,138,6,0,1
8.1,86,6,1,1
5.4,134,7,0,1
6.3,90,6,0,0
8.9,101,6,0,0
7.0,143,7,1,1
8.9,120,4,1,1
9.7,122,9,1,1
6.7,95,6,0,0
6.4,103,6,0,0
8.5,129,8,1,1
7.5,140,8,1,1
7.4,126,7,0,1
7.7,97,5,0,0
8.9,138,7,0,1
7.2,121,4,1,1
7.9,116,7,0,1
8.4,114,8,0,1
9.7,134,6,0,1
5.1,106,6,0,0
8.9,81,10,0,1
6.3,88,8,1,0
7.8,131,5,0,1
8.9,107,6,1,1
5.5,120,9,0,1
6.2,89,8,0,1
5.2,127,5,0,0
6.7,97,6,1,1
6.2,138,6,0,1
7.8,105,6,1,1
9.9,130,5,1,1
5.6,145,8,0,1
9.1,87,9,1,0
9.8,94,7,1,1
7.5,122,9,0,1
9.0,94,8,0,1
9.8,144,7,0,1
7.0,100,6,0,1
9.3,96,7,0,0
9.1,84,7,1,0
7.7,84,5,1,1
6.9,142,8,1,1
6.2,139,7,0,0
7.0,134,9,1,1
9.7,124,9,1,1
9.1,84,7,1,1
8.9,110,6,0,0
5.7,143,9,0,1
8.8,89,10,0,1
6.6,107,7,0,0
7.0,114,8,0,0
9.2,121,8,0,1
9.4,87,5,1,1
8.1,100,8,0,0
8.9,141,8,0,1
5.7,103,5,1,1
6.8,135,7,0,1
6.3,130,8,0,1
7.2,96,5,0,0
6.1,108,6,1,0
6.5,95,6,0,1
5.7,94,9,0,1
9.6,85,7,0,1
9.3,123,9,1,1
8.6,123,9,0,1
7.3,106,5,1,1
6.6,135,6,1,1
5.8,94,7,0,0
5.1,135,6,1,1
8.3,122,5,1,1
7.7,90,8,1,1
9.8,116,7,1,1
5.6,86,9,0,1
6.0,134,9,0,1
5.2,89,7,0,0
8.1,82,9,1,1
6.0,108,7,0,0
7.4,133,7,1,1
8.3,95,10,1,1
9.3,105,8,0,1
7.3,97,5,0,0
7.9,116,10,0,1
7.3,140,8,0,1
5.4,143,8,1,1
6.8,81,8,0,0
9.7,113,9,1,1
6.9,96,6,0,1
8.9,80,4,0,1
6.0,103,4,0,1
9.2,129,10,1,1
8.6,89,4,1,0
5.7,81,8,0,0
6.3,125,8,1,1
6.8,133,8,1,1
5.6,102,9,0,1
5.1,138,9,0,1
6.4,143,9,1,1
6.7,138,7,0,0
8.4,95,8,1,1
8.2,103,10,0,1
8.7,80,5,1,0
6.1,144,9,0,1
7.1,104,9,0,0
8.3,108,8,0,1
9.4,121,6,0,1
8.8,87,8,1,1
7.3,127,8,1,1
7.2,88,4,1,0
8.1,144,9,1,1
9.1,108,9,1,1
8.0,92,9,1,1
8.6,88,5,0,1
7.2,111,6,0,1
9.4,94,7,1,1
7.8,136,6,0,1
7.0,124,4,0,0
9.1,136,8,0,1
9.1,87,4,1,1
6.4,114,5,0,0
5.2,102,7,0,0
8.4,119,8,1,1
6.5,106,4,0,1
7.7,112,6,1,1
5.2,115,4,0,1
5.1,126,9,0,1
7.1,92,6,0,1
9.2,142,5,1,1
8.9,127,5,1,1
7.2,128,7,1,1
8.5,114,6,1,1
9.6,131,8,1,1
6.5,95,10,0,0
7.6,94,5,0,0
7.1,140,7,0,1
6.6,88,7,0,1
6.2,103,9,0,1
5.3,124,5,0,0
6.5,116,10,0,1
5.6,121,10,0,1
6.2,108,8,0,1
8.6,90,7,1,1
9.2,107,5,1,1
9.3,111,6,0,0
8.0,127,8,0,1
6.9,105,9,0,1
8.0,106,7,0,1
9.6,110,7,1,0
7.0,131,9,0,1
8.0,137,8,0,1
7.4,117,9,0,1
6.1,89,9,0,0
9.7,111,5,0,1
6.4,141,6,0,1
8.8,123,9,1,1
6.0,102,8,0,0
9.2,135,7,0,1
8.2,137,8,0,1
5.2,103,7,0,0
6.8,80,8,1,1
8.1,120,7,1,1
8.5,119,6,1,1
9.0,102,9,1,1
6.0,110,9,0,1
6.8,102,5,0,1
6.0,96,7,0,0
6.9,137,8,0,1
6.6,131,5,0,1
8.7,114,8,0,1
9.4,135,6,1,1
8.2,143,7,0,0
7.2,111,7,0,1
9.2,90,8,1,1
5.5,125,5,1,0
6.9,117,7,0,1
7.9,111,5,1,1
6.3,82,5,0,0
8.0,140,10,0,1
5.5,110,8,0,1
5.1,117,5,0,1
9.8,125,7,1,1
8.0,86,5,0,0
8.0,104,7,0,0
9.1,128,7,1,1
5.6,119,6,0,0
9.0,143,7,1,1
9.0,119,7,1,1
6.8,85,8,0,1
6.2,143,9,1,1
6.0,118,7,0,0
9.6,97,5,1,1
8.4,101,7,0,1
8.3,113,4,1,0
7.6,117,9,1,1
7.6,130,7,0,1
7.7,145,7,1,1
6.8,138,10,0,1
5.4,91,7,0,0
9.3,121,10,0,1
9.1,89,5,0,0
7.3,93,7,1,0
5.9,128,7,0,1
6.4,80,6,0,1
9.4,110,9,0,1
8.5,127,9,1,1
6.7,115,8,1,0
6.1,128,8,1,1
9.8,108,9,1,1
7.5,107,7,1,1
6.3,140,10,1,1
9.5,130,4,0,1
6.7,84,7,1,1
7.3,103,6,0,1
8.8,135,7,1,1
8.9,119,7,1,1
8.6,107,9,1,1
8.7,98,6,1,1
5.9,140,9,1,1
7.1,144,9,1,1
8.9,125,7,1,1
9.6,90,9,0,1
5.5,114,7,1,1
6.6,80,7,0,1
8.1,131,6,0,1
7.5,86,8,0,1
9.0,122,8,0,1
6.1,110,5,0,0
6.8,97,6,1,0
9.4,85,6,0,1
7.8,137,5,1,0
9.5,142,6,1,1
8.2,132,4,1,1
5.3,97,8,0,1
8.5,125,7,1,1
7.3,128,9,0,0
6.9,80,7,1,1
5.7,110,5,0,1
9.7,141,10,0,1
8.5,104,8,0,1
7.0,124,6,1,1
8.7,141,9,0,1
8.1,91,8,0,1
6.5,91,8,0,1
7.0,137,5,0,1
7.5,138,10,1,1
5.8,88,6,0,1
9.8,101,8,0,1
9.3,106,4,0,0
7.9,94,5,0,0
8.0,96,9,0,1
5.5,129,7,0,0
8.1,104,7,1,1
9.9,104,5,1,1
8.5,102,5,0,0
8.1,110,6,1,1
5.7,120,10,0,1
9.5,86,9,1,1
8.5,115,6,0,1
5.6,100,9,1,1
7.1,110,5,1,1
9.8,109,5,1,1
9.0,141,7,1,1
5.9,85,9,0,0
6.8,90,9,1,1
9.9,137,5,0,1
6.7,82,10,0,1
5.9,115,10,0,1
7.4,144,9,0,1
7.7,86,4,1,0
9.6,102,8,1,1
8.2,88,7,0,1
8.0,109,6,0,1
8.1,130,5,0,0
8.6,100,7,1,1
9.0,107,8,0,1
7.9,123,7,0,1
9.9,103,6,1,1
6.6,121,10,0,1
6.2,107,7,0,0
5.1,131,6,0,0
8.9,106,4,0,1
9.1,129,6,1,1
7.9,110,7,1,1
6.9,105,5,0,1
6.1,95,6,0,0
6.2,132,9,0,0
8.7,107,5,1,1
5.2,136,6,0,1
5.6,113,5,0,0
5.4,80,9,0,0
8.8,93,9,0,0
7.5,83,7,1,1
5.3,131,9,1,1
6.5,86,9,0,0
5.8,83,6,1,0
6.6,90,9,0,1
5.9,84,7,0,0
6.5,116,8,0,0
6.6,108,7,0,1
8.7,131,6,0,1
9.8,109,10,1,1
6.1,145,7,1,1
9.4,137,5,0,1
7.8,140,7,0,1
5.2,98,7,0,0
6.3,91,6,1,1
7.2,89,5,1,0
8.5,93,7,1,1
9.9,102,9,1,1
7.4,145,8,0,1
7.6,115,10,1,1
9.0,138,4,1,1
7.8,118,10,1,1
8.3,117,7,1,1
6.2,142,5,0,1
7.4,132,8,1,1
6.4,117,9,0,1
6.3,85,8,0,0
6.2,112,9,0,1
5.1,107,8,1,0
8.0,126,6,0,1
7.4,126,6,0,1
6.4,138,6,1,1
5.8,81,5,0,0
9.7,140,6,0,1
9.2,85,4,1,1
6.8,106,9,0,1
6.2,133,8,1,1
8.2,80,6,0,1
5.8,90,8,1,1
10.0,138,8,0,1
9.4,124,9,1,1
8.9,112,4,1,1
8.8,95,10,0,1
9.7,137,6,1,1
5.5,105,5,0,0
9.8,118,5,0,0
6.4,88,9,1,0
6.4,95,5,1,1
8.9,144,7,0,1
5.4,125,7,0,1
8.0,89,7,1,0
5.4,103,5,1,0
7.9,108,4,1,1
8.8,100,7,0,1
6.5,104,5,1,1
6.4,88,8,1,1
7.9,127,6,0,1
8.9,122,6,1,1
8.3,102,9,0,0
6.6,113,5,0,0
7.7,115,5,1,1
5.5,102,8,0,0
7.9,96,6,0,1
5.1,115,7,1,1
7.8,98,6,1,1
5.4,115,7,0,1
6.8,105,5,1,1
5.9,120,7,0,0
5.1,145,5,0,1
6.3,131,6,0,1
9.0,115,7,1,1
8.4,117,4,1,1
6.0,94,10,1,1
5.4,80,6,1,0
6.0,135,6,1,1
8.8,108,9,0,0
8.8,84,6,1,1
7.6,96,6,0,1
7.2,108,6,0,1
9.4,101,7,1,1
7.4,142,4,1,1
9.4,116,5,0,1
6.4,98,5,0,1
8.3,125,10,0,1
7.3,126,7,1,1
8.6,102,5,1,1
7.0,108,9,1,1
5.7,126,7,0,0
8.5,85,9,1,1
9.7,133,5,0,1
6.9,145,6,1,1
9.4,81,6,1,1
9.6,134,7,1,1
6.4,106,10,0,0
9.4,113,6,0,1
9.9,85,6,0,1
9.9,95,8,0,1
7.4,80,9,1,1
9.3,102,9,1,0
8.4,122,7,0,1
6.0,96,8,0,0
8.7,121,9,1,1
8.3,136,5,1,1
7.1,96,5,0,0
8.7,88,6,1,1
8.6,89,8,1,1
7.6,128,4,0,1
8.4,138,5,0,1
9.7,141,9,1,1
6.2,142,5,1,1
6.9,110,5,0,0
8.3,114,5,0,0
5.6,83,8,0,1
7.8,99,6,0,1
8.6,82,8,0,0
7.3,94,5,0,1
5.6,134,5,0,1
9.7,117,9,0,1
8.5,132,8,0,1
9.4,82,6,1,1
7.7,87,4,0,0
6.7,145,7,1,1
9.5,111,5,0,1
8.8,116,5,0,1
6.1,85,7,0,1
7.5,119,6,0,1
5.9,93,5,1,1
6.8,111,5,1,1
9.9,135,6,0,1
5.8,128,4,0,1
5.6,142,6,0,0
7.7,109,8,1,1
6.2,85,8,1,1
8.8,144,8,1,1
5.4,145,7,0,0
6.2,124,9,1,1
5.4,110,9,0,1
6.1,145,8,0,1
9.6,100,9,0,1
8.0,93,5,1,0
6.9,102,4,1,1
8.3,112,4,1,1
9.0,120,9,1,1
6.9,121,8,0,1
9.9,139,8,0,1
5.8,94,9,1,1
6.1,140,7,0,1
6.7,91,9,0,1
5.1,81,9,1,1
7.9,101,10,0,1
9.2,141,9,0,1
8.9,81,8,0,0
6.4,107,4,0,1
9.9,89,6,1,1
6.1,86,10,0,1
7.6,116,4,0,1
5.9,132,7,1,1
7.7,83,9,0,1
6.3,124,7,0,1
9.3,105,9,1,1
5.7,133,7,0,0
7.9,122,10,0,1
6.4,140,5,0,1
6.0,143,6,1,1
7.7,98,4,1,0
9.9,143,4,1,1
8.6,123,5,1,1
6.9,97,6,0,1
9.0,83,7,0,1
8.2,108,8,0,1
8.2,97,5,1,1
6.2,123,5,0,0
7.1,99,4,1,1
8.3,81,10,0,0
8.3,94,9,1,1
8.0,105,9,0,0
7.3,95,10,0,1
9.9,98,8,0,1
6.3,111,5,0,0
8.0,103,8,0,1
6.7,110,7,0,0
8.2,112,10,1,1
6.8,141,5,0,1
9.6,100,4,1,1
6.2,133,7,1,1
8.8,127,9,0,1
7.4,88,6,0,1
5.4,140,8,0,1
9.9,137,6,0,1
9.5,128,8,1,1
9.2,113,5,0,1
5.3,104,5,1,1
9.6,94,7,1,1
5.5,92,7,1,0
5.6,110,10,1,1
5.9,99,8,1,1
9.5,132,5,0,1
8.7,118,6,1,1
8.6,126,6,0,1
7.9,120,7,1,1
5.5,80,6,1,1
9.8,111,4,1,1
8.8,124,9,0,1
8.5,82,9,0,1
6.2,132,7,0,1
8.7,112,7,0,1
8.1,93,8,1,1
9.0,142,6,1,1
8.2,137,9,1,1
7.9,119,5,0,0
8.7,98,5,0,1
9.2,115,5,0,1
8.2,92,5,1,1
9.3,106,8,1,1
7.1,127,8,0,1
8.0,129,4,0,1
8.2,130,6,0,1
5.1,133,6,1,1
7.0,84,8,0,1
9.8,110,7,1,1
7.2,141,8,0,1
6.8,102,5,0,0
8.3,84,9,0,1
6.2,89,7,1,0
5.8,129,7,0,0
7.1,104,6,0,1
7.3,98,7,0,1
8.1,119,4,1,1
5.0,116,4,0,0
8.4,90,8,0,1
9.6,127,9,1,1
5.8,115,6,0,0
5.4,85,5,0,0
7.3,94,10,0,1
5.4,132,8,1,1
5.5,100,6,1,0
7.1,127,7,0,1
7.9,91,5,1,0
7.3,113,7,1,1
8.0,133,5,1,1
7.3,136,9,0,1
6.7,128,10,1,1
9.5,100,5,1,0
6.2,118,9,0,0
5.5,119,8,0,1
9.1,135,8,1,1
5.3,130,5,0,0
7.3,135,7,1,1
8.4,135,9,0,1
9.5,113,10,0,1
7.5,99,6,0,1
7.1,85,9,1,1
6.6,134,7,0,1
5.6,136,5,0,0
5.9,137,5,0,1
5.3,128,10,1,1
8.7,81,10,1,0
8.0,142,9,0,1
8.4,105,8,0,1
6.4,91,7,1,0
6.1,90,9,1,1
6.7,131,6,0,1
7.3,93,9,1,1
5.8,142,9,1,1
8.5,92,6,1,1
9.3,133,5,1,1
9.6,95,5,1,1
10.0,142,5,0,1
5.5,102,7,1,1
7.2,127,8,1,1
8.7,140,8,0,1
7.1,85,5,0,0
5.8,93,7,1,1
6.4,133,9,0,1
6.2,111,9,0,1
6.5,101,7,0,1
9.4,132,9,0,1
8.9,93,9,1,1
9.9,97,5,1,1
5.3,138,5,0,0
8.9,126,8,0,1
6.0,94,6,0,1
7.5,128,7,0,1
8.9,94,5,0,0
8.0,122,10,1,1
8.5,95,10,1,1
6.9,143,8,1,1
6.4,111,5,0,1
5.4,127,8,0,1
5.6,122,6,0,0
9.9,131,9,1,1
5.6,143,10,0,1
5.9,98,5,1,1
9.9,138,7,1,1
6.0,105,8,1,1
6.0,115,4,1,0
5.8,98,7,1,1
6.2,100,10,0,1
7.5,111,4,0,1
7.4,80,10,0,1
7.9,112,6,0,1
7.7,132,6,0,0
8.4,126,8,0,0
5.1,122,8,0,1
7.2,83,10,0,0
7.0,83,4,1,0
6.1,97,4,0,0
5.9,110,6,0,1
9.4,108,7,0,1
9.9,105,7,0,0
8.6,130,4,1,1
6.0,129,9,0,1
8.6,125,5,1,1
7.5,142,9,0,1
9.6,107,7,0,1
6.8,116,10,1,1
7.9,115,4,1,1
5.1,103,10,1,1
8.5,84,8,1,1
9.1,142,9,0,1
7.6,115,6,1,1
8.7,89,8,1,1
9.6,99,9,0,1
6.4,134,7,0,1
7.2,89,6,0,0
9.4,123,6,1,1
8.4,90,9,1,1
6.7,105,9,0,0
5.8,111,6,0,0
9.2,93,5,1,1
7.2,108,8,0,0
7.0,90,9,1,1
9.2,132,5,0,1
8.8,139,8,0,1
5.4,84,10,0,1
6.1,87,5,1,0
9.3,84,5,0,1
9.4,86,5,0,1
8.5,107,9,0,0
6.9,118,6,0,1
7.5,130,8,1,1
9.0,89,6,1,1
7.3,141,8,0,1
7.4,138,7,0,1
9.5,80,6,1,1
5.3,90,7,1,1
7.4,95,9,1,1
7.2,134,7,0,1
9.5,123,4,0,1
8.8,101,8,1,1
5.3,87,5,0,0
7.0,144,7,0,1
5.2,116,8,1,1
6.4,126,10,0,1
6.3,126,8,0,1
8.6,107,7,1,1
6.1,99,10,1,1
6.0,113,4,0,0
5.1,92,6,0,0
5.8,105,7,0,0
5.0,90,9,1,1
6.6,137,9,0,1
8.0,86,8,1,1
8.9,98,7,1,1
6.4,80,7,1,1
7.5,96,10,1,1
9.7,133,5,0,1
7.2,115,9,1,1
6.4,89,10,0,1
7.9,106,10,1,1
5.2,143,5,0,1
6.4,109,9,0,0
8.0,115,5,0,1
5.9,125,5,0,1
9.6,91,7,1,1
5.4,83,6,0,0
7.9,96,6,0,0
9.5,123,5,1,1
7.2,112,7,0,1
6.6,129,4,0,1
10.0,131,9,0,1
9.8,112,6,0,1
9.2,110,6,0,1
9.3,117,5,1,1
7.2,138,10,0,1
8.8,137,5,1,1
5.1,121,7,0,1
8.6,123,5,1,1
7.1,119,6,1,0
5.5,96,7,0,0
8.8,115,10,1,1
8.5,136,10,1,1
7.1,106,9,1,1
7.1,113,7,0,0
5.0,95,4,1,0
7.0,84,10,0,1
7.4,135,4,0,1
8.5,128,7,0,1
8.0,135,8,1,1
8.6,139,7,1,1
9.7,128,5,1,1
9.0,82,4,0,1
7.7,121,6,1,1
10.0,98,4,1,1
9.6,102,7,0,1
9.3,131,7,1,1
5.9,129,8,0,1
6.5,126,4,1,1
6.0,107,7,0,1
7.9,122,6,0,1
6.5,114,5,0,0
5.3,112,5,0,0
10.0,92,9,1,1
8.6,137,5,1,1
7.6,98,8,1,0
7.4,117,5,1,1
7.4,88,7,1,1
5.1,92,9,1,1
9.5,114,4,0,1
10.0,87,6,1,1
6.8,116,5,0,0
8.3,135,6,0,1
6.4,122,9,1,1
8.3,143,7,1,1
5.7,88,7,0,0
9.3,120,8,1,1
7.7,114,7,0,0
9.8,112,10,0,1
9.9,84,6,0,1
5.7,90,8,0,1
7.2,132,9,0,0
6.2,130,7,0,1
5.2,125,8,0,1
6.7,141,6,1,1
6.0,112,5,1,1
6.2,133,5,0,1
6.0,125,5,0,1
6.8,83,6,0,0
8.4,133,6,0,1
6.3,122,4,0,1
8.3,121,8,0,0
7.9,83,8,0,1
8.4,98,9,0,1
5.5,145,8,0,0
8.4,122,9,0,0
8.4,118,6,1,1
8.7,84,6,0,1
7.0,106,6,0,1
9.4,105,6,1,1
5.4,136,6,0,0
5.1,110,7,0,1
6.0,126,5,1,1
6.4,84,7,1,1
8.4,103,7,1,1
7.7,129,5,1,1
6.8,97,9,1,1
7.3,119,6,1,1
8.2,115,8,0,1
10.0,143,7,0,1
5.9,84,8,0,0
6.3,113,10,0,1
7.4,125,6,0,1
8.7,99,8,0,1
9.1,113,7,1,1
6.1,84,5,0,0
8.3,83,6,1,0
8.4,97,7,0,1
9.4,83,8,0,1
6.4,119,6,0,0
7.5,84,6,1,1
5.2,131,9,1,1
8.1,139,8,1,1
5.8,81,4,1,0
6.0,80,9,0,1
6.6,145,8,0,0
8.2,97,8,1,0
8.6,128,5,0,1
6.2,120,6,1,0
7.3,133,6,0,1
8.7,127,4,0,1
6.4,126,7,0,0
7.5,130,7,1,1
9.0,124,9,0,1
5.1,88,6,0,0
8.4,120,8,0,1
5.8,141,10,1,1
9.4,100,7,1,1
6.5,144,10,0,1
7.4,83,10,1,0
7.1,107,9,0,1
8.1,83,4,0,0
6.7,142,10,1,1
8.8,124,4,1,1
8.0,112,5,1,1
9.7,140,5,0,1
6.3,96,5,1,1
9.8,119,10,0,1
6.9,123,6,0,1
8.6,82,9,0,1
6.8,137,9,1,1
5.4,136,9,1,1
6.8,80,7,0,0
7.8,121,5,0,1
8.2,90,5,1,1
9.0,89,9,0,1
6.1,87,8,1,1
5.5,139,7,0,1
8.9,110,9,1,1
8.1,87,5,0,1
7.4,140,10,0,1
6.0,138,5,0,0
8.2,82,10,0,1
7.1,110,9,1,1
9.1,125,10,0,1
6.5,141,4,0,1
7.6,116,6,0,1
8.0,84,9,1,1
7.3,103,8,1,1
9.4,139,9,0,1
9.6,126,6,0,1
6.6,116,7,1,1
6.1,89,7,0,1
6.1,94,6,0,1
9.5,138,7,1,1
7.6,127,9,0,1
5.3,120,8,0,1
9.0,125,10,0,1
7.9,110,7,0,1
5.6,82,7,0,0
6.3,87,5,0,0
5.9,137,6,0,0
9.2,136,7,1,1
6.7,126,9,0,1
5.2,140,9,0,1
8.1,114,4,0,1
8.3,140,7,0,1
6.8,86,8,0,0
5.9,83,5,0,0
6.3,140,9,0,1
7.7,135,4,0,0
5.4,128,8,0,1
8.4,123,5,0,1
9.2,144,6,0,1
9.3,98,9,1,1
7.8,125,9,0,1
9.5,135,8,1,1
9.2,119,6,1,1
7.5,116,6,0,1
8.4,86,5,0,0
6.5,139,6,1,1
7.2,136,6,0,1
9.5,127,5,0,1
6.0,110,8,0,1
5.6,108,6,0,0
8.7,93,9,1,1
5.7,134,5,1,1
8.9,104,6,1,1
6.2,142,8,1,1
5.1,84,7,1,1
8.6,95,8,1,1
6.4,101,10,0,1
9.7,140,9,1,1
10.0,110,7,1,1
7.1,88,7,0,0
8.5,88,9,0,1
5.8,118,5,0,1
9.1,116,4,1,0
7.6,111,8,0,1
8.2,142,8,0,1
6.4,80,5,0,0
8.7,95,7,0,0
8.7,101,9,0,1
9.1,139,9,1,1
8.7,84,9,1,1
7.2,126,5,0,1
7.8,140,9,0,1
8.1,120,7,0,1
5.2,99,7,0,0
6.4,141,9,1,1
6.9,110,9,0,1
6.9,126,9,1,1
8.1,129,6,1,1
5.8,110,10,0,1
9.6,129,8,1,1
6.3,124,7,0,1
6.6,108,7,0,0
8.4,82,8,0,1
9.7,109,7,1,1
5.0,89,6,0,1
8.1,140,8,0,1
9.8,132,5,0,1
6.9,135,5,0,0
6.6,97,4,1,1
5.6,124,5,0,1
5.5,135,4,0,1
5.9,106,8,0,1
6.5,108,8,0,1
9.9,140,7,0,1
9.4,114,6,0,1
6.7,123,5,0,0
8.8,82,9,0,1
6.5,86,4,1,0
5.4,97,5,1,0
5.2,82,8,1,0
8.2,84,6,0,0
7.2,97,7,1,0
8.3,118,4,0,1
7.3,114,8,1,1
7.3,88,5,1,0
9.4,130,8,1,1
6.4,119,7,0,1
8.3,119,10,0,1
6.3,123,9,0,1
6.0,114,9,0,1
6.9,137,6,1,1
8.8,119,7,1,1
5.9,83,9,0,0
5.5,107,8,0,1
9.3,85,8,1,1
5.7,133,7,1,1
6.7,105,9,1,1
9.5,96,6,0,0
8.1,142,10,1,1
6.2,100,5,0,1
6.7,99,7,1,1
7.4,143,6,1,1
9.4,95,5,1,1
8.1,135,8,0,1
6.2,92,4,0,0
9.7,118,6,0,1
9.3,101,6,1,1
9.4,101,5,1,1
6.0,99,5,0,0
9.7,97,9,1,1
9.3,94,4,0,0
5.8,106,6,0,0
8.3,96,6,0,1
8.5,101,7,0,1
9.9,119,9,1,1
6.0,88,5,1,0
6.8,121,6,0,1
6.9,102,6,1,0
7.2,121,7,0,0
8.5,128,5,1,1
9.2,89,5,0,1
6.2,117,8,0,1
9.3,119,4,0,1
5.7,82,6,1,0
6.6,132,8,0,1
8.8,129,10,0,1
5.3,102,8,0,1
6.6,82,8,1,1
6.1,127,4,0,1
9.5,102,6,0,1
7.2,112,9,1,1
7.7,95,8,1,1
9.1,111,8,1,1
6.0,97,10,1,1
6.0,92,6,0,1
7.7,110,5,0,0
6.7,105,5,0,0
7.2,134,10,0,1
6.6,132,7,1,1
6.4,136,5,1,1
8.8,129,9,1,1
5.5,124,6,0,1
9.7,111,8,0,1
7.3,144,6,0,1
8.9,138,5,0,1
7.2,133,5,1,1
5.5,116,10,1,1
6.9,128,4,0,1
9.6,84,7,1,1
6.5,95,9,1,1
9.7,114,9,1,1
7.2,134,8,1,1
6.6,121,4,0,0
8.3,142,10,0,1
8.1,85,5,1,0
6.8,113,9,1,1
5.5,111,5,0,1
9.9,82,5,1,0
7.5,130,10,0,1
5.9,96,5,1,1
6.9,142,5,1,0
8.5,105,9,0,1
7.0,129,4,0,1
8.0,98,7,0,0
6.7,107,4,0,1
6.8,140,9,0,1
7.0,87,6,0,0
5.6,126,7,0,1
5.2,96,8,1,1
8.8,124,8,1,1
5.5,110,8,0,1
6.6,118,10,1,1
9.2,105,4,1,1
8.8,96,5,0,1
8.3,112,5,1,1
9.5,128,7,0,1
6.5,99,10,0,1
6.3,145,8,0,0
7.7,138,4,0,0
10.0,111,5,0,1
8.8,139,9,0,1
8.1,138,6,1,1
6.1,98,6,1,1
5.5,105,8,1,1
8.4,106,6,1,1
6.2,106,5,0,0
8.8,105,6,0,1
5.5,80,5,0,0
5.5,80,9,1,0
9.7,137,9,1,1
9.1,89,9,1,0
8.7,124,7,1,1
5.7,118,6,0,1
6.7,128,9,1,1
6.1,119,9,0,1
6.3,128,6,0,1
7.4,94,9,1,1
6.0,127,7,0,1
6.2,92,6,0,0
9.0,97,6,0,1
7.1,110,7,0,0
7.8,91,8,0,1
7.9,107,7,1,1
8.8,122,10,0,1
5.9,82,8,0,1
7.4,142,5,0,1
8.5,99,4,0,1
8.4,130,6,0,1
9.8,88,7,0,0
9.6,92,10,1,1
9.0,88,10,1,1
6.4,103,8,0,0
7.2,106,7,0,0
7.4,127,5,0,1
7.5,126,10,0,1
8.6,130,9,0,1
5.1,91,10,0,0
5.7,123,5,0,1
5.2,111,6,0,0
8.3,128,7,1,1
8.8,142,6,0,1
7.7,125,10,1,1
6.8,128,5,0,1
7.1,100,9,0,0
9.7,143,6,1,1
7.3,100,9,0,1
6.2,133,4,0,1
